105	712	0
106	0	1
106	748	0
107	0	1
107	383	0
108	0	1
108	271	0
109	0	1
109	836	0
110	0	1
110	408	0
111	0	1
111	751	0
112	0	1
112	175	0
113	0	1
113	684	0
114	0	1
114	171	0
115	0	1
115	37	0
116	0	1
116	536	0
117	0	1
117	800	0
118	0	1
118	518	0
119	0	1
119	662	0
120	0	1
120	568	0
121	0	1
121	288	0
122	0	1
122	243	0
123	0	1
123	402	0
124	0	1
124	490	0
125	0	1
125	281	0
126	0	1
126	464	0
127	0	1
127	429	0
128	0	1
128	327	0
129	0	1
129	63	0
130	0	1
130	305	0
131	0	1
131	735	0
132	0	1
132	238	0
133	0	1
133	151	0
134	0	1
134	584	0
135	0	1
135	566	0
136	0	1
136	691	0
137	0	1
137	340	0
138	0	1
138	63	0
139	0	1
139	627	0
140	0	1
140	785	0
141	0	1
141	822	0
142	0	1
142	786	0
143	0	1
143	370	0
144	0	1
144	474	0
145	0	1
145	77	0
146	0	1
146	839	0
147	0	1
147	511	0
148	0	1
148	730	0
149	0	1
149	491	0
150	0	1
150	238	0
151	0	1
151	451	0
152	0	1
152	236	0
153	0	1
153	555	0
154	0	1
154	466	0
155	0	1
155	649	0
156	0	1
156	74	0
157	0	1
157	727	0
158	0	1
158	843	0
159	0	1
159	125	0
160	0	1
160	790	0
161	0	1
161	13	0
162	0	1
162	744	0
163	0	1
163	91	0
164	0	1
164	36	0
165	0	1
165	99	0
166	0	1
166	746	0
167	0	1
167	412	0
168	0	1
168	842	0
169	0	1
169	200	0
170	0	1
170	273	0
171	0	1
171	263	0
172	0	1
172	544	0
173	0	1
173	168	0
174	0	1
174	777	0
175	0	1
175	219	0
176	0	1
176	865	0
177	0	1
177	583	0
178	0	1
178	108	0
179	0	1
179	130	0
180	0	1
180	625	0
181	0	1
181	439	0
182	0	1
182	834	0
183	0	1
183	746	0
184	0	1
184	173	0
185	0	1
185	546	0
186	0	1
186	107	0
187	0	1
187	850	0
188	0	1
188	158	0
189	0	1
189	615	0
190	0	1
190	847	0
191	0	1
191	298	0
192	0	1
192	508	0
193	0	1
193	857	0
194	0	1
194	734	0
195	0	1
195	208	0
196	0	1
196	266	0
197	0	1
197	422	0
198	0	1
198	484	0
199	0	1
199	15	0
200	0	1
200	90	0
201	0	1
201	431	0
202	0	1
202	704	0
203	0	1
203	179	0
204	0	1
204	847	0
205	0	1
205	135	0
206	0	1
206	657	0
207	0	1
207	122	0
208	0	1
208	817	0
209	0	1
209	246	0
210	0	1
210	88	0
211	0	1
211	798	0
212	0	1
212	531	0
213	0	1
213	792	0
214	0	1
214	652	0
215	0	1
215	386	0
216	0	1
216	44	0
217	0	1
217	815	0
218	0	1
218	537	0
219	0	1
219	754	0
220	0	1
220	207	0
221	0	1
221	322	0
222	0	1
222	423	0
223	0	1
223	429	0
224	0	1
224	308	0
225	0	1
225	733	0
226	0	1
226	374	0
227	0	1
227	380	0
228	0	1
228	226	0
229	0	1
229	655	0
230	0	1
230	309	0
231	0	1
231	691	0
232	0	1
232	820	0
233	0	1
233	572	0
234	0	1
234	635	0
235	0	1
235	514	0
236	0	1
236	448	0
237	0	1
237	750	0
238	0	1
238	771	0
239	0	1
239	391	0
240	0	1
240	156	0
241	0	1
241	255	0
242	0	1
242	301	0
243	0	1
243	595	0
244	0	1
244	309	0
245	0	1
245	171	0
246	0	1
246	146	0
247	0	1
247	505	0
248	0	1
248	20	0
249	0	1
249	221	0
250	0	1
250	69	0
251	0	1
251	503	0
252	0	1
252	91	0
253	0	1
253	614	0
254	0	1
254	816	0
255	0	1
255	178	0
256	0	1
256	788	0
257	0	1
257	85	0
258	0	1
258	727	0
259	0	1
259	397	0
260	0	1
260	252	0
261	0	1
261	719	0
262	0	1
262	797	0
263	0	1
263	426	0
264	0	1
264	104	0
265	0	1
265	827	0
266	0	1
266	735	0
267	0	1
267	826	0
268	0	1
268	744	0
269	0	1
269	237	0
270	0	1
270	326	0
271	0	1
271	353	0
272	0	1
272	178	0
273	0	1
273	494	0
274	0	1
274	75	0
275	0	1
275	310	0
276	0	1
276	377	0
277	0	1
277	702	0
278	0	1
278	670	0
279	0	1
279	295	0
280	0	1
280	628	0
281	0	1
281	158	0
282	0	1
282	42	0
283	0	1
283	434	0
284	0	1
284	217	0
285	0	1
285	338	0
286	0	1
286	708	0
287	0	1
287	385	0
288	0	1
288	474	0
289	2	1
289	294	0
290	2	1
290	830	0
291	2	1
291	595	0
292	2	1
292	308	0
293	2	1
293	345	0
294	2	1
294	570	0
295	2	1
295	648	0
296	2	1
296	572	0
297	2	1
297	756	0
298	2	1
298	854	0
299	2	1
299	57	0
300	2	1
300	143	0
301	2	1
301	278	0
302	2	1
302	26	0
303	2	1
303	799	0
304	2	1
304	12	0
305	2	1
305	822	0
306	2	1
306	381	0
307	2	1
307	140	0
308	2	1
308	310	0
309	2	1
309	35	0
310	2	1
310	175	0
311	2	1
311	405	0
312	2	1
312	381	0
313	2	1
313	859	0
314	2	1
314	592	0
315	2	1
315	506	0
316	2	1
316	425	0
317	2	1
317	691	0
318	2	1
318	163	0
319	2	1
319	334	0
320	2	1
320	469	0
321	2	1
321	787	0
322	2	1
322	617	0
323	2	1
323	700	0
324	2	1
324	86	0
325	2	1
325	734	0
326	2	1
326	330	0
327	2	1
327	328	0
328	2	1
328	393	0
329	2	1
329	235	0
330	2	1
330	218	0
331	2	1
331	150	0
332	2	1
332	116	0
333	2	1
333	449	0
334	2	1
334	536	0
335	2	1
335	277	0
336	2	1
336	769	0
337	2	1
337	611	0
338	2	1
338	480	0
339	2	1
339	305	0
340	2	1
340	854	0
341	2	1
341	253	0
342	2	1
342	203	0
343	2	1
343	167	0
344	2	1
344	617	0
345	2	1
345	367	0
346	2	1
346	140	0
347	2	1
347	637	0
348	2	1
348	253	0
349	2	1
349	142	0
350	2	1
350	356	0
351	2	1
351	17	0
352	2	1
352	156	0
353	2	1
353	519	0
354	2	1
354	417	0
355	2	1
355	211	0
356	2	1
356	86	0
357	2	1
357	307	0
358	2	1
358	691	0
359	2	1
359	281	0
360	2	1
360	468	0
361	2	1
361	219	0
362	2	1
362	119	0
363	2	1
363	773	0
364	2	1
364	466	0
365	2	1
365	236	0
366	2	1
366	240	0
367	2	1
367	658	0
368	2	1
368	532	0
369	2	1
369	516	0
370	7	1
370	526	0
371	7	1
371	268	0
372	7	1
372	320	0
373	7	1
373	482	0
374	7	1
374	440	0
375	7	1
375	670	0
376	7	1
376	224	0
377	7	1
377	482	0
378	7	1
378	349	0
379	7	1
379	89	0
380	7	1
380	176	0
381	7	1
381	563	0
382	7	1
382	538	0
383	7	1
383	454	0
384	7	1
384	549	0
385	7	1
385	842	0
386	7	1
386	547	0
387	7	1
387	175	0
388	7	1
388	58	0
389	7	1
389	569	0
390	7	1
390	268	0
391	7	1
391	801	0
392	7	1
392	250	0
393	7	1
393	825	0
394	7	1
394	131	0
395	7	1
395	840	0
396	7	1
396	326	0
397	7	1
397	499	0
398	7	1
398	642	0
399	7	1
399	384	0
400	7	1
400	569	0
401	7	1
401	395	0
402	7	1
402	676	0
403	7	1
403	786	0
404	7	1
404	666	0
405	7	1
405	200	0
406	7	1
406	327	0
407	7	1
407	214	0
408	7	1
408	755	0
409	7	1
409	440	0
410	7	1
410	378	0
411	7	1
411	83	0
412	7	1
412	258	0
413	7	1
413	582	0
414	7	1
414	843	0
415	7	1
415	554	0
416	7	1
416	315	0
417	7	1
417	514	0
418	7	1
418	213	0
419	7	1
419	130	0
420	7	1
420	104	0
421	7	1
421	484	0
422	7	1
422	95	0
423	7	1
423	24	0
424	7	1
424	454	0
425	3	1
425	685	0
426	3	1
426	778	0
427	3	1
427	359	0
428	3	1
428	477	0
429	3	1
429	687	0
430	3	1
430	407	0
431	3	1
431	272	0
432	3	1
432	601	0
433	3	1
433	196	0
434	3	1
434	330	0
435	3	1
435	391	0
436	3	1
436	859	0
437	3	1
437	263	0
438	3	1
438	357	0
439	3	1
439	21	0
440	3	1
440	176	0
441	3	1
441	535	0
442	3	1
442	225	0
443	3	1
443	694	0
444	3	1
444	574	0
445	3	1
445	420	0
446	3	1
446	341	0
447	3	1
447	782	0
448	3	1
448	362	0
449	3	1
449	112	0
450	3	1
450	305	0
451	3	1
451	328	0
452	3	1
452	511	0
453	3	1
453	361	0
454	3	1
454	106	0
455	3	1
455	127	0
456	3	1
456	627	0
457	3	1
457	599	0
458	3	1
458	339	0
459	3	1
459	826	0
460	3	1
460	393	0
461	3	1
461	57	0
462	3	1
462	835	0
463	3	1
463	711	0
464	3	1
464	576	0
465	3	1
465	654	0
466	3	1
466	54	0
467	3	1
467	631	0
468	3	1
468	278	0
469	3	1
469	326	0
470	3	1
470	137	0
471	3	1
471	425	0
472	3	1
472	113	0
473	3	1
473	630	0
474	3	1
474	27	0
475	3	1
475	30	0
476	3	1
476	153	0
477	3	1
477	522	0
478	3	1
478	297	0
479	3	1
479	859	0
480	3	1
480	526	0
481	3	1
481	15	0
482	3	1
482	334	0
483	3	1
483	99	0
484	3	1
484	219	0
485	3	1
485	549	0
486	3	1
486	210	0
487	3	1
487	181	0
488	3	1
488	140	0
489	3	1
489	765	0
490	3	1
490	325	0
491	3	1
491	484	0
492	3	1
492	857	0
493	3	1
493	705	0
494	3	1
494	620	0
495	3	1
495	725	0
496	3	1
496	120	0
497	3	1
497	717	0
498	3	1
498	599	0
499	3	1
499	480	0
500	3	1
500	593	0
501	3	1
501	170	0
502	3	1
502	666	0
503	3	1
503	609	0
504	3	1
504	326	0
505	3	1
505	467	0
506	3	1
506	659	0
507	3	1
507	795	0
508	3	1
508	510	0
509	3	1
509	22	0
510	3	1
510	789	0
511	3	1
511	736	0
512	3	1
512	605	0
513	3	1
513	35	0
514	3	1
514	731	0
515	3	1
515	714	0
516	3	1
516	216	0
517	3	1
517	390	0
518	3	1
518	489	0
519	3	1
519	163	0
520	3	1
520	537	0
521	3	1
521	576	0
522	3	1
522	381	0
523	3	1
523	391	0
524	3	1
524	379	0
525	3	1
525	172	0
526	3	1
526	681	0
527	3	1
527	129	0
528	1	1
528	202	0
529	1	1
529	28	0
530	1	1
530	588	0
531	1	1
531	658	0
532	1	1
532	447	0
533	1	1
533	450	0
534	1	1
534	32	0
535	1	1
535	596	0
536	1	1
536	157	0
537	1	1
537	667	0
538	1	1
538	202	0
539	1	1
539	89	0
540	1	1
540	159	0
541	1	1
541	708	0
542	1	1
542	354	0
543	1	1
543	692	0
544	1	1
544	273	0
545	1	1
545	326	0
546	1	1
546	78	0
547	1	1
547	506	0
548	1	1
548	206	0
549	1	1
549	222	0
550	1	1
550	79	0
551	1	1
551	248	0
552	1	1
552	100	0
553	1	1
553	688	0
554	1	1
554	870	0
555	1	1
555	240	0
556	1	1
556	505	0
557	1	1
557	773	0
558	1	1
558	81	0
559	1	1
559	17	0
560	1	1
560	226	0
561	1	1
561	599	0
562	1	1
562	739	0
563	1	1
563	709	0
564	1	1
564	549	0
565	1	1
565	640	0
566	1	1
566	857	0
567	1	1
567	330	0
568	1	1
568	451	0
569	1	1
569	802	0
570	1	1
570	842	0
571	1	1
571	224	0
572	1	1
572	40	0
573	1	1
573	199	0
574	1	1
574	386	0
575	1	1
575	695	0
576	1	1
576	338	0
577	1	1
577	691	0
578	1	1
578	91	0
579	1	1
579	350	0
580	1	1
580	711	0
581	1	1
581	340	0
582	1	1
582	334	0
583	1	1
583	148	0
584	1	1
584	719	0
585	1	1
585	503	0
586	1	1
586	750	0
587	1	1
587	634	0
588	1	1
588	153	0
589	1	1
589	841	0
590	1	1
590	619	0
591	1	1
591	25	0
592	1	1
592	787	0
593	1	1
593	391	0
594	1	1
594	837	0
595	1	1
595	334	0
596	1	1
596	663	0
597	1	1
597	588	0
598	1	1
598	714	0
599	1	1
599	581	0
600	1	1
600	76	0
601	1	1
601	270	0
602	1	1
602	632	0
603	1	1
603	653	0
604	1	1
604	171	0
605	1	1
605	861	0
606	1	1
606	609	0
607	1	1
607	461	0
608	1	1
608	116	0
609	1	1
609	702	0
610	1	1
610	455	0
611	1	1
611	244	0
612	1	1
612	615	0
613	1	1
613	775	0
614	1	1
614	595	0
615	1	1
615	428	0
616	1	1
616	386	0
617	1	1
617	517	0
618	1	1
618	218	0
619	1	1
619	589	0
620	1	1
620	864	0
621	1	1
621	45	0
622	1	1
622	409	0
623	1	1
623	164	0
624	1	1
624	356	0
625	1	1
625	803	0
626	1	1
626	66	0
627	1	1
627	222	0
628	1	1
628	208	0
629	1	1
629	857	0
630	1	1
630	706	0
631	1	1
631	200	0
632	1	1
632	322	0
633	1	1
633	665	0
634	1	1
634	408	0
635	1	1
635	171	0
636	1	1
636	208	0
637	1	1
637	390	0
638	1	1
638	444	0
639	1	1
639	287	0
640	1	1
640	764	0
641	1	1
641	598	0
642	1	1
642	833	0
643	1	1
643	724	0
644	1	1
644	381	0
645	1	1
645	868	0
646	1	1
646	279	0
647	1	1
647	667	0
648	1	1
648	440	0
649	1	1
649	709	0
650	1	1
650	97	0
651	1	1
651	49	0
652	1	1
652	397	0
653	1	1
653	99	0
654	1	1
654	698	0
655	1	1
655	358	0
656	1	1
656	748	0
657	1	1
657	489	0
658	1	1
658	386	0
659	1	1
659	174	0
660	1	1
660	476	0
661	1	1
661	524	0
662	1	1
662	381	0
663	1	1
663	227	0
664	1	1
664	672	0
665	1	1
665	167	0
666	1	1
666	441	0
667	1	1
667	195	0
668	1	1
668	439	0
669	1	1
669	491	0
670	1	1
670	865	0
671	1	1
671	766	0
672	1	1
672	56	0
673	1	1
673	504	0
674	1	1
674	638	0
675	1	1
675	642	0
676	1	1
676	533	0
677	1	1
677	171	0
678	1	1
678	191	0
679	1	1
679	868	0
680	1	1
680	29	0
681	1	1
681	416	0
682	1	1
682	645	0
683	1	1
683	737	0
684	1	1
684	614	0
685	1	1
685	482	0
686	1	1
686	535	0
687	1	1
687	163	0
688	1	1
688	374	0
689	1	1
689	71	0
690	1	1
690	538	0
691	1	1
691	230	0
692	1	1
692	739	0
693	1	1
693	570	0
694	1	1
694	358	0
695	1	1
695	618	0
696	1	1
696	538	0
697	1	1
697	445	0
698	1	1
698	463	0
699	1	1
699	563	0
700	1	1
700	544	0
701	1	1
701	243	0
702	1	1
702	839	0
703	1	1
703	472	0
704	1	1
704	63	0
705	1	1
705	182	0
706	1	1
706	741	0
707	1	1
707	325	0
708	1	1
708	325	0
709	1	1
709	784	0
710	1	1
710	435	0
711	1	1
711	283	0
712	1	1
712	437	0
713	1	1
713	110	0
714	1	1
714	40	0
715	1	1
715	287	0
716	1	1
716	375	0
717	1	1
717	488	0
718	1	1
718	697	0
719	1	1
719	590	0
720	1	1
720	196	0
721	1	1
721	866	0
722	1	1
722	720	0
723	1	1
723	843	0
724	1	1
724	220	0
725	1	1
725	538	0
726	1	1
726	429	0
727	1	1
727	308	0
728	1	1
728	436	0
729	1	1
729	675	0
730	1	1
730	390	0
731	1	1
731	558	0
732	1	1
732	387	0
733	1	1
733	716	0
734	1	1
734	219	0
735	1	1
735	205	0
736	1	1
736	596	0
737	1	1
737	305	0
738	1	1
738	89	0
739	1	1
739	305	0
740	1	1
740	325	0
741	1	1
741	650	0
742	1	1
742	381	0
743	1	1
743	179	0
744	1	1
744	655	0
745	1	1
745	305	0
746	1	1
746	255	0
747	1	1
747	413	0
748	1	1
748	19	0
749	1	1
749	641	0
750	1	1
750	221	0
751	1	1
751	866	0
752	1	1
752	69	0
753	1	1
753	683	0
754	1	1
754	681	0
755	1	1
755	459	0
756	1	1
756	694	0
757	1	1
757	72	0
758	1	1
758	455	0
759	1	1
759	177	0
760	1	1
760	512	0
761	1	1
761	305	0
762	1	1
762	299	0
763	1	1
763	76	0
764	1	1
764	546	0
765	1	1
765	241	0
766	1	1
766	202	0
767	1	1
767	850	0
768	1	1
768	633	0
769	1	1
769	511	0
770	1	1
770	37	0
771	1	1
771	209	0
772	1	1
772	686	0
773	1	1
773	660	0
774	1	1
774	654	0
775	1	1
775	108	0
776	1	1
776	444	0
777	1	1
777	456	0
778	1	1
778	368	0
779	1	1
779	768	0
780	1	1
780	624	0
781	1	1
781	852	0
782	1	1
782	636	0
783	1	1
783	434	0
784	1	1
784	422	0
785	1	1
785	265	0
786	1	1
786	663	0
787	1	1
787	144	0
788	1	1
788	753	0
789	1	1
789	679	0
790	1	1
790	317	0
791	1	1
791	761	0
792	1	1
792	478	0
793	1	1
793	50	0
794	1	1
794	565	0
795	1	1
795	490	0
796	1	1
796	272	0
797	1	1
797	38	0
798	1	1
798	130	0
799	1	1
799	66	0
800	1	1
800	637	0
801	1	1
801	281	0
802	1	1
802	727	0
803	1	1
803	214	0
804	1	1
804	521	0
805	1	1
805	457	0
806	1	1
806	346	0
807	1	1
807	753	0
808	1	1
808	356	0
809	1	1
809	78	0
810	1	1
810	503	0
811	1	1
811	637	0
812	1	1
812	854	0
813	1	1
813	261	0
814	1	1
814	30	0
815	1	1
815	446	0
816	1	1
816	835	0
817	1	1
817	606	0
818	1	1
818	842	0
819	1	1
819	476	0
820	1	1
820	384	0
821	1	1
821	662	0
822	1	1
822	818	0
823	1	1
823	336	0
824	1	1
824	571	0
825	1	1
825	108	0
826	1	1
826	256	0
827	1	1
827	88	0
828	1	1
828	229	0
829	1	1
829	706	0
830	1	1
830	40	0
831	1	1
831	700	0
832	1	1
832	303	0
833	1	1
833	345	0
834	1	1
834	370	0
835	1	1
835	508	0
836	1	1
836	495	0
837	1	1
837	69	0
838	1	1
838	587	0
839	1	1
839	174	0
840	1	1
840	446	0
841	1	1
841	638	0
842	1	1
842	846	0
843	1	1
843	807	0
844	1	1
844	393	0
845	1	1
845	404	0
846	1	1
846	806	0
847	1	1
847	527	0
848	1	1
848	439	0
849	1	1
849	73	0
850	1	1
850	80	0
851	1	1
851	294	0
852	1	1
852	618	0
853	1	1
853	710	0
854	1	1
854	87	0
855	1	1
855	75	0
856	1	1
856	568	0
857	1	1
857	661	0
858	1	1
858	221	0
859	1	1
859	733	0
860	1	1
860	170	0
861	1	1
861	743	0
862	1	1
862	235	0
863	1	1
863	833	0
864	1	1
864	719	0
865	1	1
865	707	0
866	1	1
866	257	0
867	1	1
867	432	0
868	1	1
868	102	0
869	1	1
869	593	0
870	1	1
870	813	0
871	1	1
871	410	0
872	1	1
872	82	0
